
book name,synopsis
区块链,《区块链：从数字货币到信用社会》从历史与背景、发展现状、基础原理与技术、应用生态、存在的问题与挑战等方面论述了区块链是怎样立起来的，为什么人人都在谈论区块链，区块链的秘密在哪里、进阶区块链（第二代区块链技术）是什么，区块链怎么玩，怎样从信息互联网走向价值互联网，如何用法规约束和监管区块链，区块链走向何处、争议与挑战，并通过经济、金融、货币、法律、科技哲学等角度来加以分析区块链在各个方面遇到的问题和需要解决的困难。
亿级流量网站架构核心技术,《亿级流量网站架构核心技术》一书总结并梳理了亿级流量网站高可用和高并发原则，通过实例详细介绍了如何落地这些原则。本书分为四部分：概述、高可用原则、高并发原则、案例实战。从负载均衡、限流、降级、隔离、超时与重试、回滚机制、压测与预案、缓存、池化、异步化、扩容、队列等多方面详细介绍了亿级流量网站的架构核心技术，让读者看后能快速运用到实践项目中。不管是软件开发人员，还是运维人员，通过阅读《亿级流量网站架构核心技术》都能系统地学习实现亿级流量网站的架构核心技术，并收获解决系统问题的思路和方法。
谷歌和亚马逊如何做产品,软件在交付之前，面临产品、方案、项目和工程管理等诸多挑战，如何做到游刃有余并打造出极致产品？本书作者曾任谷歌和亚马逊高级产品经理、现任Facebook产品经理，他将自己在达特茅斯学院钻研的理论知识和在领先的互联网公司十年的工作经验尽数总结在此，从定义产品开始，一步步指导你完成管理项目、迭代、发布、市场推广等交付流程，让你身临其境地体验到极致产品如何取得成功。本书主要内容：如何清晰定义产品，制定使命和策略如何组建团队，充分了解系统以便与团队有效沟通如何构建优美、直观且简单的用户体验如何跟踪产品，紧紧掌控测试过程如何借助清晰的沟通，来游刃有余地处理需求、不同来源的反馈以及与高管的互动如何建立数据指标来跟踪进展、定位问题如何制定市场营销和公关计划本书建有配套网站shiinggreatness.com，读者可在这里与作者互动交流。
用户力：需求驱动的产品、运营和商业模式,《用户力：需求驱动的产品、运营和商业模式》从用户需求角度深刻阐释了互联网产品设计、网络运营、商业模式构建的本质与方法论！本书以“用户需求”为主线，先用逆向思维进行倒推，从本质的角度分析了用户的需求是如何驱动企业的产品设计、网络运营和商业模式构建的，将这三个重要部分进行了系统性和结构化的串联，然后用顺向思维进行铺陈，从实践和方法论的角度总结了企业究竟应该如围绕用户的真实需求来进行产品设计、网络运营和商业模式构建，这是作者15年互联网行业从业经验的结晶。产品部分讲解了以用户需求为中心的产品设计，包括用户需求驱动的产品定位、用户分析、产品决策、功能设计、用户体验、很优产品设计等；运营部分强调了“运营的是用户不是产品”的核心观点，包含运营流程、运营模型、运营指标、指标的关联与驱动、指标的提升、用户运营的周期和方法等内容；商业模式部分则强调了“现有用户再有收入”的观点，包括现有公司收入分析、向谁收费、收入的4种手段、产生收入的4种手段和3个步骤、商业模式的3种结构等内容。除了对本质和方法论的探讨之外，本书还包含大量的案例和图示。大多数案例都曾亲身实践，非常具有代表性和说服力；每一章都用一幅内涵丰富的图片展示了该章的核心内容，即让用户通过一张图就能读懂互联网生态、用户需求、网络运营和商业模式，非常具有价值。此外，每一章的最后还从“互联网+”的角度对转型中的传统企业和创业者给出了宝贵的建议。
网络营销实战密码,本书是作者几年来网络营销实战的总结，与其他网络营销书籍最大不同之处是：只专注于实战，不谈理论。本书分三部分详细介绍了网络营销实用策略和技巧，并分析了大量实战案例。第一部分介绍市场与产品研究，包括用户、市场和竞争对手的调查；产品、目标市场的确定；价格策略；赢利模式等。第二部分讨论以网络营销为导向的网站设计，包括怎样在网站上卖东西、提高转化率，以及网站目标设定等。第三部分研究怎样给网站带来流量，详细讨论了电子邮件营销、博客营销、联署计划营销、SEO、免费策略营销等，并简要介绍了事件营销、目录登录、PPC、文章营销、社会网络营销、展示广告、链接交换、流量交换、电子书推广、Wiki推广。.本书适合所有对网络营销、电子商务感兴趣、想在网上推广销售的人们，尤其对大专院校网络营销及电子商务专业学生、企业网站的网络营销人员、希望开始网上销售的传统企业营销人员、网络服务公司等更有参考价值。
裂变式创业,"互联网大潮汹涌来袭，传统企业增长乏力，互联网公司跨界冲击，转型之路迫在眉睫。“转型找死，不转型等死”这一坊间传说让多数企业徘徊不前，不少实体经济面临困境，敢问路在何方？宗毅独创裂变式创业，用人民币投票选总经理，规定自己不投钱不能参与竞选；不相信干股，不使用职业经理人,用金融的方式管理现金流。用商业模式颠覆传统公益，打通南北充电之路；摇身一变成为自媒体，用产品建立社群。自己写故事，自己当导演，开着特斯拉穿越中国……这些看似疯狂的举动，在互联网的世界中呈现的是一个小人物的精彩和力量。当众多小人物无边界连接时，可以创造出更加自由、平等和创新的生态，而这足以颠覆这个时代。"
简约至上,追求简单易用是人类的本性，无论是互联网产品。还是移动应用。亦或其他交互式设计，简单易用始终都是赢得用户的关键。同时，简单易用的程度也与产品寿命的长短密切相关。在《简约至上:交互式设计四策略》中，作者Giles托20多年交互式设计的探索与实践。提出了合理删除、分层组织、适时隐藏和巧妙转移这四个达成简约至上的终极策略，讲述了为什么应该站在主流用户一边，以及如何从他们的真实需求和期望出发，简化设计，提升易用性。创造出卓而不群、历久弥新的用户体验。
随意搜寻,在这个信息爆炸的年代，我们如何找到出路？在纷繁交错的信息流中，我们如何筛选出想要的信息？既然Google已经魔法般地将正确答案呈现在我们面前，为什么信息架构的方式依然重要？《Web信息架构》的作者PeterMorville，用了10年时间回答以上问题。《随意搜寻》是一趟奇妙的旅程，让未来触手可及：无论何时何地，我们都能找到任何人、任何东西。这本书即是路线图，也是信息时代的“玛雅预言”，它解释了在普适计算和互联网的交叉路口，搜索和寻路技术对经济、文化产生的冲击。《随意搜寻》为我们描绘了一条新路径，贯穿了营销和设计的崭新蓝图。这本书充满洞察力，它可能改变你的思维方式，改变你的目标，甚至改变你的人生。我希望你也跟我一样，让这本《随意搜寻》引导你思考，结合你的环境与经验，触发你的行动。——蔡学镛中国银联移动支付首席产品架构师、前创新工场首席布道师这是一场让人身临其境、乐在其中且大开眼界的旅途。这趟旅途关注的主题正日益变得重要、变成现实。——DavidWeinberger《小块松散组合》《线车宣言》作者搜索引擎营销（SEM）是当今互联网上最热门的事情，而且也名副其实。《随意搜寻》不但拓宽了搜索引擎营销的范围，也提供了基于用户行为的深入见解。本书还能带动你的在线业务，将你的业务带入一个充满可能的新世界。——JakobNielsen博士《Web可用性设计》作者在《随意搜寻》中，PeterMorville全身心地投入了心智层的电子世界。这是一本给所有人的必读物，是设计师不可错过的实践指南。——GaryMarchionini博士北卡罗来纳大学
千夫所指,编辑推荐：《乌合之众》是为了跪舔权贵？《普通心理学》实验存在重大漏洞？《引爆点》的理论都是瞎掰的？社交网络时代《1984》预言的“老大哥”是否已经变成事实？《纽约时报》年度十佳书《GQ》杂志年度十佳书《卫报》年度十佳书《泰晤士报》年度十佳书《经济学人》年度重推！黑天鹅年度重点图书！《乌合之众》是为了迎合权贵？《普通心理学》实验存在重大漏洞？《引爆点》的理论都是瞎掰的？社交网络时代《1984》预言的“老大哥”是否已经变成事实？《纽约时报》畅销书作家乔恩罗森在一系列杰出的研究之后写出了这本惊世骇俗的书——关于世界上最被低估的力量：羞耻。在过去的三年时间里，乔恩周游世界拜访了众多起羞辱和人肉世界的受害者。这些被羞辱着其实本质上和我们类似，只不过因为在公众场合或者社交媒体上发表了一些错误的言论就招致了毁灭性的羞辱和人肉。公众的羞辱如同一阵飓风不仅影响了他们的生活，还波及了他们的生活半径的其他人，他们被羞辱，嘲笑，妖魔化，他们无力申辩。这场羞辱的复兴运动正席卷我们的土地，正义被大众化，沉默的大多数获得了前所未有的话语权，但我们究竟应该如何运用我们自己的声音？我们自行定义正义的边境，我们无情的寻找他们的缺点，羞耻逐渐变成了一种社会控制的方式。
共鸣：内容运营方法论,近5年来网络信息量增长了近10倍，信息极度过剩。移动互联网以碎片化、强黏度以及惊人的覆盖率给传统的商业环境带来了巨大的影响，向陈旧的广告、公关、媒体行业展开了深度的冲击。传统的以渠道为中心的传播思想几近失效，优秀内容成为了各行业最稀缺的资产，这是时代赋予内容生产者的巨大机会。本书作者在多年经验和大量案例研究的基础上，总结出了移动互联网时代的内容运营方法论——共鸣，它将告诉我们如何收获核心粉丝、形成大众认同、引爆传播热点，进而成功塑造伟大的企业和个人品牌。让用户产生共鸣并自发传播的内容要具备的8个要素：（1）情绪：唤醒受众的各种行为，例如点击、转发、表达，等等（2）标签：移动互联网特有的标签化传播，深度内容被压缩和简化（3）角色：谁是我们的受众，我们的内容要为谁服务（4）联系：人人都更关注“与我相关”的信息（5）压力：热点的秘密，让人一呼百应、口口相传的传播弹簧（6）情结：我们是如何被脑海中的刻板印象所影响的（7）落差：好内容应该跌宕起伏（8）发酵剂：能够持续传播的内容细节前面3点是引发共鸣的外部条件，是好内容的三种包装，它们氤氲在内容之上，而又不脱离内容，悄然地影响着受众的传播行为。而后面5点则是引起受众传播共鸣的内容核心，能够帮助一个内容工作者，快速梳理出一个适合传播的好故事，同时，它们也可以被应用在个人生活中，来加强其他人对一个人或者故事的认同感，一旦掌握了这5点的作用原理，你的内容就能够轻易地引发人们的共鸣。
大型网站系统与Java中间件开发实践,本书围绕大型网站和支撑大型网站架构的Java中间件的实践展开介绍。从分布式系统的知识切入，让读者对分布式系统有基本的了解；然后介绍大型网站随着数据量、访问量增长而发生的架构变迁；接着讲述构建Java中间件的相关知识；之后的几章都是根据笔者的经验来介绍支撑大型网站架构的Java中间件系统的设计和实践。希望读者通过本书可以了解大型网站架构变迁过程中的较为通用的问题和解法，并了解构建支撑大型网站的Java中间件的实践经验。对于有一定网站开发、设计经验，并想了解大型网站架构和支撑这种架构的系统的开发、测试等的相关工程人员，本书有很大的参考意义；对于没有网站开发设计经验的人员，通过本书也能宏观了解大型网站的架构及相关问题的解决思路和方案。
流量的秘密,你知道如何通过量化网站的各类数据来制定相应的营销方案吗？你知道有些看似不可以量化的网站信息也是可以量化的吗？哪种市场营销活动最有成效？如何量化这些效果？如何留住访客？如何提高自己网站的影响力和竞争力？《流量的秘密:GoogleAnalytics网站分析与优化技巧(第3版)》将运用GoogleAnalytics分析工具，帮你完美解决这些问题，教你获取真正有价值的信息。《流量的秘密:GoogleAnalytics网站分析与优化技巧(第3版)》讲述了安装和部署GoogleAnalytics最实用的技术，将最大化网站潜力所需的知识奉献给读者。通过了解网站的访客，你可以如手术刀般精准地调整网页内容和营销预算，以期获得更佳的投资回报率。
创客,★《长尾理论》、《免费》作者克里斯•安德森最新作品★创客运动，一场即将到来的革命★编辑推荐：这是一场即将到来的革命。这是一个创客的时代，他们引领科技行业走进了一个新的方向，即个体制造时代的到来。运用互联网和最新的工业技术进行创造，创客运动发出了最强音。如果说《第三次工业革命》一书的核心是互联网与新能源融合在一起所引发的工业变革。那么《创客》一书的核心则是互联网和制造业融合在一起而引发的一场制造业革命。★内容简介：本书作者安德森预测，在接下来的十年里，人们会将网络的智慧用于现实世界之中。未来不仅属于建立在虚拟原则之上的网络公司，也属于那些深深扎根于现实世界的产业。“创客运动”是让数字世界真正颠覆现实世界的助推器，是一种具有划时代意义的新浪潮，全球将实现全民创造，掀起新一轮工业革命。这本书讨论了全球最关注的领域——制造业，同时制造业的话题也越来越成为中国最关切的话题。从小的方面说，这本书涉及制造业的未来；从大的方面来说，这本书所谈及的话题和中国企业的生存息息相关。在这本书中，克里斯•安德森深入到新工业革命的前沿阵地，深入考察了创业者是如何使用开源设计和3D打印，将制造业搬上自家桌面的。在这个定制制造、“自己动手”设计产品、创新的时代，数以百万计发明家和爱好者的集体潜力即将喷薄而出，全球制造业将由此而掀开新的一页。安德森惊人地预测，随着数字设计与快速成型技术赋予每个人发明的能力，“创客”一代使用互联网的创新模式，必将成为下一次全球经济大潮的弄潮儿。
玩法变了,《玩法变了:淘宝卖家运赢弱品牌时代》内容简介：目前网店的销售、运营、营销都碰到很多瓶颈，钱不再好赚，流量不再免费的情况下。网店常常陷入不断找流量的怪圈中，而真正潜心提升基本功的网店却拥有更多机会，网店需要突围。《玩法变了:淘宝卖家运赢弱品牌时代》系统地介绍整个电子商务零售领域的玩法变化，从网店基本功到网店品牌建设都有涉及。《玩法变了:淘宝卖家运赢弱品牌时代》将是网店用户重要的方法论和实践指南。
打造Facebook,《打造Facebook》新书发布会，王淮与读者面对面，活动链接：htt:www.douban.comevent18166913这本书的书名——《打造Facebook：亲历Facebook爆发的5年》很嚣张，谁有资格可以说这句话呢，当然，扎克伯格最有资格，但他不会亲自来告诉你，至少从目前的情况来看，近几年都不大可能。而且，这不是一个人的公司。里面的每一人，尤其是工程师，既是公司文化的承受者，同时也在不断的改造着公司的文化。我想强调的是团队，是团队的力量打造了Facebook。而让团队凝聚在一起并充满战斗力的，即其文化。这种文化，包括一些做事的方式，为什么这么做的原因，和对这些做法和原因的认同。写这本《打造Facebook：亲历Facebook爆发的5年》，是想剖析Facebook文化的精髓，还有这里面的思考过程和前后的变化，详细解释当中最有价值和最值得学习的那几点。尤其作为早期员工，我们奠定了这些文化的基础。
设计方法卡牌,本套设计素材提供了54种设计方法，以卡牌的形式展示给读者，每张卡牌包括该设计方法的基本描述、目的、时间成本、工具渠道、使用阶段、操作步骤及其归类属性等信息。在做设计时，可以根据自己的需求进行卡牌的选择和组合，让设计工作更有灵活性和趣味性。同时，依据设计产品属性的不同，卡牌提供了选择设计方法的推荐模板、方法组合模板、产品阶段划分模板，给初学者在做设计时提供一定的理论依据，帮助读者启发设计灵感，剖析设计难题，提高工作效率。希望它能带给你不一样的设计方法体验之旅！本套设计素材适合用户研究工程师、产品经理、交互设计师、视觉设计师等相关从业人员及设计类在校生使用。
屏幕上的聪明决策,为什么在手机上购物的人，常常高估商品的价值？为什么利用网络订餐，人们更容易选择热量高的食物？为什么网站上明明提供了所有选项，人们却还是选不到最佳的方案？屏幕正在改变我们的思考方式，让我们变得更冲动，更容易根据直觉做出反应，进而做出错误的决策。在《屏幕上的聪明决策》一书中，什洛莫·贝纳茨教授通过引人入胜的实验及案例，揭示了究竟是什么影响了我们在屏幕上的决策。《屏幕上的聪明决策》告诉我们，只要用对工具，善用字体、色彩、热点位置、淘汰分类……只需一些微小的改变，就可以轻松解决我们面对屏幕常犯的错误，创造出有助于思考的屏幕世界。《屏幕上的聪明决策》还告诉我们，屏幕上蕴含着大量商机，谁能够率先掌握设计调整屏幕引导客户做出聪明决策的方法，谁就能够抓住新零售时代的风口。
Web性能权威指南,本书是谷歌公司高性能团队核心成员的权威之作，堪称实战经验与规范解读完美结合的产物。本书目标是涵盖Web开发者技术体系中应该掌握的所有网络及性能优化知识。全书以性能优化为主线，从TCP、UDP和TLS协议讲起，解释了如何针对这几种协议和基础设施来优化应用。然后深入探讨了无线和移动网络的工作机制。最后，揭示了HTTP协议的底层细节，同时详细介绍了HTTP2.0、XHR、SSE、WebSocket、WebRTC和DataChannel等现代浏览器新增的具有革命性的新能力。本书适合所有Web应用及站点开发人员阅读，包括但不限于前端、后端、运维、大数据分析、UIUX、存储、视频、实时消息，以及性能工程师。IlyaGrigorik是谷歌“Web加速”（MakeTheWebFast）团队的性能工程师、开发大使。他每天的主要工作就是琢磨怎么让Web应用速度更快，总结并推广能够提升应用性能的最佳实践。
第二次机器革命,“一本非常鼓舞人心的书！”——托马斯•L•弗里德曼《世界是平的》作者一场革命开始了！在《第二次机器革命》这本书中，埃里克•布莱恩约弗森和安德鲁•麦卡菲——这两位处于数字技术时代最前沿的思想家，向我们阐述了驱动我们经济和生活的发生变革的力量。他们认为，数字技术将会给我们带来难以想象的巨大变革：想象一下令人眩目的个人数字技术产品、一流的基础设施，都将会给我们带来极大的便利。数字技术（其核心是硬件、软件和网络）在不久的将来能够比医生更准确地诊断疾病，能够使用海量的数据改变零售行业，而且还能够相当人性化地完成很多工作。数字化技术在给我们带来极大便利的同时，也给各种职业带来永久性、颠覆性的改变。各种公司也将被迫转型，否则只能消亡。凭借对数字化技术和社会发展趋势的精准研究，布莱恩约弗森和麦卡菲辨析出了最佳的生存与发展战略，也给我们找到了一条通向社会发展与繁荣的新路径。这是一本充满积极和智慧力量的书，这本书将改变我们思考技术、社会和经济发展的方式。全球化是20世纪末期最重要的经济话题，有《世界是平的》为证；在21世纪初期，技术变革将会成为社会的热点话题，《第二次机器革命》可以为证。【编辑推荐】这是一个万物复苏、万物迸发、万物生长的时代。一年是一年，那是200年前；一月是一年，属于20年前；一天是一年，那就是现在……数字化、智能化、自动化、摩尔定律、棋盘的另一半……重组式创新、指数级增长……有一种力量可以重塑、改写社会发展的进程，更有一种力量可以左右你的世界，预判你的未来，第二次机器革命时代来临了！荣登亚马逊超级畅销书总榜，张瑞敏、凯文•凯利倾情推荐，《世界是平的》作者托马斯•弗里德曼盛赞此书是一本非常鼓舞人心的书！在全球，自动化技术和机器人的崛起将是未来10年重大的社会变革，一场产品制造和智能革命即将开始！经济发展的进程将出现重大突破！在中国，制造业升级、劳动力短缺、经济发展的转型将由第二次机器革命引导。习近平总书记说：“未来几十年，新一轮科技革命和产业变革将同人类社会发展形成历史性交汇，工程科技进步和创新将成为推动人类社会发展的重要引擎。”数字化技术再掀社会浪潮，看我们的经济和社会将如何被改变。
终极算法,算法已在多大程度上影响我们的生活？购物网站用算法来为你推荐商品，点评网站用算法来帮你选择餐馆，GPS系统用算法来帮你选择最佳路线，公司用算法来选择求职者……当机器最终学会如何学习时，将会发生什么？不同于传统算法，现在悄然主导我们生活的是“能够学习的机器”，它们通过学习我们琐碎的数据，来执行任务；它们甚至在我们还没提出要求，就能完成我们想做的事。什么是终极算法？机器学习五大学派，每个学派都有自己的主算法，能帮助人们解决特定的问题。而如果整合所有这些算法的优点，就有可能找到一种“终极算法”，该算法可以获得过去、现在和未来的所有知识，这也必将创造新的人类文明。你为什么必须了解终极算法？不论你身处什么行业、做什么工作，了解终极算法都将带给你崭新的科学世界观，预测以后的科技发展，布局未来，占位未来！
颠覆式创新：移动互联网时代的生存法则,为什么把每件事情都做对了，仍有可能错失城池？为什么无人可敌的领先企业，却在一夜之间虎落平阳？短短三年间诺基亚陨落，摩托罗拉区区29亿美元出售给联想，芯片业霸主英特尔在移动芯片领域份额几乎为零，风光无限的巨头转眼成为被颠覆的恐龙，默默无闻的小公司一战成名迅速崛起，令人瞠目结舌的现象几乎都被“颠覆式创新”法则所解释。颠覆式创新教你在新的商业竞争中“换操作系统”而不是“打补丁”，小公司用破坏性思维可以“以小博大”占领新兴市场。大公司进行自我攻击，才是唯一活下去的机会，今天，全人类都面临一个在新“价值网”中生存的大悬难。《颠覆式创新：移动互联网时代的生存法则》从哲学、物理、思维、管理多个维度，探索已知世界的边界，透过费解的现象，揭示商业社会中令人惊悚的真相。不确定的世界里，探索比结论重要，移动互联网时代，见识比知识更重要。
从莎草纸到互联网：社交媒体2000年,【内容简介】社交媒体其实并不是什么新鲜的东西。从西塞罗和其他古罗马政治家用来交换信息的莎草纸信，到宗教改革、美国革命、法国大革命期间印制的宣传小册子，过去人类跟同伴交流信息的方式依然影响着现代社会。在报纸、广播和电视在散播信息上面统治了几十年后，互联网的出现使社交媒体重新变成人们与朋友分享信息的有力工具，并推动公共讨论走向一个新的模式。汤姆•斯丹迪奇在书中提醒我们历史上的社交网络其实跟现代社会的社交媒体有很多相似之处。比如，天主教会在回应马丁•路德的攻击上的两难境地很像今天那些大企业回应网络上的批评时的状况；17世纪人们对于咖啡馆会分散人们工作、学习注意力的指责也很像今天对社交媒体负面作用的担心。借助对托马斯•潘恩和“互联网之父”文顿•瑟夫等人物的讨论，作者还探索了一些人们一直争论的话题：从言论自由和审查之间的张力到社交媒体在启迪创新和激发革命上的作用。这是一次对社交媒体演进的迷人回顾，也是基于历史对未来趋势的完美预测。---------------------------------【编辑推荐】◎我们生活在互联网时代，怎么能不知道社交媒体的前世今生？本书就是一次对社会化媒体演进的迷人回顾，完全颠覆你的传统思维，重塑我们对社交新媒体的看法。◎从莎草纸信到小册子、咖啡馆、广播、电视、互联网，社交媒介怎样进化？◎从古罗马到宗教改革、美国革命，再到阿拉伯之春，社交媒体如何影响社会变迁？---------------------------------【评论】汤姆•斯丹迪奇又一次完美展示了他将历史与现实的争论联系起来，并激荡出新知的天赋。这本书读起来非常有趣，论证也很具说服力。——史蒂文•约翰逊（StevenJohnso，美国著名科普作家、媒体理论家）这本书让我们懂得，今天的互联网，其实是一个肇始于古罗马的社交媒体传统的延续。这就让我们能更清醒地感知人类现在是如何在转推历史并同时创造未来的。——克雷格•纽马克（CraigNewmark，craigslist创始人）
世界是平的,当学者们讨论世界这20年发展的历史，并把目光聚集在2000年到2004年3月这一段时间时，他们将说些什么？9·11恐怖袭击还是伊拉克战争？或者，他们将讨论：科技的汇集与传播使得印度、中国和许多发展中国家成为世界商品和服务产品供给链上的一员，从而为世界大的发展中国家中的中产阶级带来了大量的财富，使这两个国家在全球化浪潮中占据更有利的位置？随着世界变得平坦，我们必须以更快的速度前进，才能在竞争中赢得胜利？这个世界是否变得如此之小、变化如此之快，从而使我们的政治体系无法调整到与之相适应的稳定结构？托马斯·弗里德曼揭开了笼罩在这个世界上的神秘面纱，深入浅出地讲述复杂的外交政策和经济问题，为读者们释疑解惑。他解释到，世界的平坦化趋势是如何在21世纪初发生的？这个趋势对于国家、公司、社会和个人而言意味着什么？政府与社会要做出而且必须做出怎样的调整以应付这种趋势《世界是平的》及时地就全球化中的这些问题——全球化取得的成功和其面临的挑战——进行了分析。
大连接,[内容简介]1.本书是继《六度分隔》之后，社会科学领域最重要的作品。作者发现：相距三度之内是强连接，强连接可以引发行为；相聚超过三度是弱连接，弱连接只能传递信息。2.本书讲述了社会网络是如何形成的以及对人类现实行为的影响，如对人类的情绪、亲密关系、健康、经济的运行和政治的影响等，并特别指出，三度影响力（即朋友的朋友的朋友也能影响到你）是社会化网络的强连接原则，决定着社会化网络的功能。3.本书提出大量看似不可思议的，却又得到实践检验的观点：肥胖是可以传染的；婚姻可以延长人们的寿命；人们会仅仅因为别人自杀就决定自杀；大多数人的坚果过敏症是由于心理因素造成的；你所以为的自由恋爱其实是包办婚姻……[编辑推荐]1.每一个快乐的朋友，让你也快乐的概率大约增加9%。每一个不快乐的朋友，让你也快乐的概率减少7%。不仅仅是朋友，甚至朋友的朋友的朋友也会对你的快乐产生影响力。我们所做或所说的任何事情，都会在网络上泛起涟漪。本书作者提出：“三度影响力，社会网络的强连接原则”。这一观点开启了社会化网络研究的新篇章，成为继六度分隔理论后，社会网络研究领域最具影响力的发现。2.本书的两位作者都是研究社会网络的权威专家，他们所做的“肥胖也可以传染”的研究与论断，曾经引起业内广泛关注。作者尼古拉斯•克里斯塔基斯还在2009年，被《时代周刊》评选为“全球最具影响力100人”。3.北京大学计算机系教授、网络与信息系统研究所所长李晓明，上海交通大学长江学者特聘教授、上海交通大学致远学院常务副院长汪小帆，中国传媒大学教授沈浩，清华大学计算机系副教授唐杰，中国互联网发展的重要参与者、知名IT评论人谢文，北京云基地首席顾问、云华时代智能科技有限公司董事长郭昕，中国社科院信息化研究中心秘书长、《互联网周刊》主编姜奇平，海银资本合伙人、互联网研究专家王煜全倾情推荐。
数字乌托邦,20世纪60年代早期，在美国大众眼中，计算机只是冷战中冰冷的机器，然而到了90年代互联网到来之时，计算机却呈现出一个截然不同的世界——它们模拟出了一个数字乌托邦般的协同体，而这正是曾经最反对冷战的嬉皮士们的共同愿景。本书正是探索这次非同寻常，且颇具讽刺意味的变革的第一本书。作者挖掘出那些在旧金山湾区的先驱者——斯图尔特·布兰德和他的“全球网络”鲜为人知的故事。1968年到1998年期间，通过《全球概览》、“全球电子链接（WELL）”和最终取得巨大成功的《连线》杂志，布兰德和他的伙伴们长期扮演着旧金山嬉皮士运动和新兴科技聚集区硅谷的中间人的角色。正由于他们富有远见的努力，反主流文化分子和科技人士一同重新定义了计算机的形象：计算机是解放自我的武器，计算机建筑了令人耳目一新的虚拟社区，计算机还让人们能更大胆地拓展社会的新疆界。对于《全球概览》，人们最熟悉的莫过于印在最后一期（1974）封底的一行字：StayHungry.StayFoolish。这句话被苹果公司创始人史蒂夫·乔布斯引作格言而被世人所知。《全球概览》是一本由斯图尔特·布兰德发行的反主流文化期刊，于1968至1972年正常发行，之后也偶有出版。这本杂志把所有可以售卖的产品都收录进来，包括衣服、书籍、工具、机器、种子......一切对创造力和自给自足的生活方式有用的东西。不过杂志本身并不卖任何商品。乔布斯曾说，这本杂志是影响了他们那一代人的杂志，并称之为那个年代的Google。斯图尔特·布兰德（1938–）是美国未来学家与早期网络文化的推动者，《全球概览》创始人，TheWELL和全球商业网络（GBN）的创办人之一。斯图尔特于1996年创办了“恒今基金会（LongNowFoundation）”，以推动人们养成“长线思考”的习惯，作出更理性的选择。他最新的计划是制造一座万年大钟。推荐语：作为书中的人物之一，我认为这是记录我是如何一步步走过来的最好的一本书。作者的分析取材广博、可读性强。——凯文·凯利，《连线》杂志创始主编，《失控》作者弗雷德·特纳将广博的学识、优雅的文笔和叙事者的激情都融入书中，将“dot.com”时代的的各个点（dots）都连接到一起，他们才是真正的技术上、文化上和精神上的领袖。——道格拉斯·洛西克夫，媒介理论家，《编程或被编程》作者作为一个出现在书中的人，我本应该对作者的书有各种吹毛求疵的意见，但是我没有。他对许多简短的历史背景进行了详尽的研究和准确的描述，令我印象深刻。即使是对经历过那些时刻的人来说，这也很难做到。——斯图尔特•布兰德，《全球概览》创始人，《地球的法则》作者
世界是数字的,家用电器、汽车、飞机、相机、手机、GPS导航仪，还有游戏机，虽然你看不见，但这些设备都有计算能力。手机通信网络、有线电视网络、空中交通管制系统、电力系统、银行和金融服务系统等基础设施背后无一不是计算机在支撑。如今的世界是数字的，而计算机和计算无处不在。这本书就是要告诉大家数字世界有关计算机的一切。本书没有高深莫测的专业术语，但它全面解释了当今计算和通信领域的工作方式，包括硬件、软件、互联网、通信和数据安全，并且讨论了新技术带来的社会、政治和法律问题。无论你有没有计算机背景，无论你从事什么职业，只要你认同自己生活在数字时代，这本书就是必读的！
共享经济,[内容简介]在当今这个稀缺的世界里，人人共享组织可以创造出富足。通过利用已有的资源，如有形资产、技术、网络、设备、数据、经验和流程等，这些组织可以以指数级成长。人人共享重新定义了我们对于资产的理解：它是专属于个人的还是大众的；是私有的还是公有的；是商业的还是个人的，并且也让我们对监管、保险以及管理有了重新的思索。在这本书中，罗宾与大家分享了以下观点：如何利用过剩产能推动经济转型，并为全人类带来富足？组织与个人的新合作方式，如何推动公司快速成长，快速学习，并带来更智能的产品和服务？如何利用人人共享模型来快速有效并大范围地解决环境变化问题？人人共享模型如何通过创新和改革帮助传统公司延长它们越来越短的生命周期？为什么个人和组织之间的能量均衡是获得长期成功的先决条件？如何能够在现有财务系统之上，或是在没有财务系统的基础上建立一个平台？在推动经济实现更多的可能性，并保护这一新生的经济体中人们的工作的问题上，政府可以做些什么？[编辑推荐]共享经济鼻祖最新力作：汽车共享公司Zicar，无线网络连接公司Veniam、点对点汽车租赁公司Buzzcar以及拼车网站GoLoco的联合创始人罗宾•蔡斯最新力作。共享经济时代扛鼎之作：罗宾•蔡斯女士将自己创办共享经济企业的经历与自己多年来对于这种新经济形式的研究结合在一起，提炼出人人共享模式的三大基础，以及这一模式创造的三大奇迹。既可以帮助读者更好地了解这一模式，也可以帮助读者发现并抓住其中的机会。超豪华推荐人团队：宽带资本董事长田溯宁、UrWork（中国）创始人毛大庆、途家网联合创始人罗军、滴滴打车副总裁朱平豆、连尚网络创始人陈大年、英特尔中国研究院院长吴甘沙、北京大学新闻与传播学院教授胡泳、中国社科信息化研究中心秘书长姜奇平、天奇创投投资合伙人魏武挥、《长尾理论》作者克里斯•安德森，畅销书《伊卡洛斯骗局》的作者赛斯•高汀，波士顿大学社会学教授朱丽叶•斯格尔，手工艺品电商EtsyCEO查德•迪克森，环保组织350.org创始人比尔•麦吉本联袂推荐。湛庐文化出品。
